,Name,Adress,String,Kontakt,Bundesland,ICU low care,ICU high care,ECMO,Stand,Location
415,BG Klinikum Unfallkrankenhaus Berlin gGmbH - UKB,"Warener Strasse 7, 12683 Berlin","BG Klinikum Unfallkrankenhaus Berlin gGmbH - UKB Klinik für Anästhesiologie, Intensiv- und Schmerzmedizin Warener Strasse 7 12683 Berlin",Website,BE,Verfügbar,Verfügbar,Verfügbar,21.03.2020 18:10,"(52.51908495, 13.568298954048181)"
416,Kliniken Maria Hilf GmbH,"Viersenerstraße 450, 41063 Mönchengladbach","Kliniken Maria Hilf GmbH Klinik für Kardiologie, Elektrophysiologie und Intensivmedizin Viersenerstraße 450 41063 Mönchengladbach",Website,NRW,Verfügbar,Verfügbar,Verfügbar,20.03.2020 22:37,"(51.218778, 6.4185146)"
417,Uniklinik Köln Internistische Intensivstation ECMO Zentrum,"Kerpenerstrasse 62, 50937 Köln",Uniklinik Köln Internistische Intensivstation ECMO Zentrum Med. Klinik I Kerpenerstrasse 62 50937 Köln,4b Website,NRW,Verfügbar,Verfügbar,Verfügbar,20.03.2020 21:43,"(50.9235243, 6.9173241)"
418,Caritas-Klinik Berlin-Pankow,"Breite Str. 46/47, 13187 Berlin","Caritas-Klinik Berlin-Pankow Anästhesie, Intensiv- und Notfallmedizin Breite Str. 46/47 13187 Berlin",Intensivstation Website,BE,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 17:34,"(52.5693257, 13.4034793)"
419,Dr. Horst-Schmidt Kliniken Wiesbaden,"Ludwig-Erhard-Straße 100, 65199 Wiesbaden",Dr. Horst-Schmidt Kliniken Wiesbaden Klinik für Interdisziplinäre Intensivmedizin Ludwig-Erhard-Straße 100 65199 Wiesbaden,Website,HE,Verfügbar,Verfügbar,Verfügbar,20.03.2013 09:26,"(50.06585055, 8.19147070955673)"
420,Zentralklinik Bad Berka GmbH,"Robert-Koch-Allee 9, 99437 Bad Berka","Zentralklinik Bad Berka GmbH Zentrum für Anästhesie, Intensivmedizin und Notfallmedizin Robert-Koch-Allee 9 99437 Bad Berka",,TH,Verfügbar,Verfügbar,Verfügbar,20.03.2013 09:26,"(50.8939347, 11.2741812)"
421,Universitätsmedizin Greifswald,Universitätsmedizin Greifswald 17475 Greifswald,Universitätsmedizin Greifswald 17475 Greifswald,Internistische ITS,MV,Verfügbar,Verfügbar,Verfügbar,20.03.2013 09:26,"(54.08974955, 13.401636499999999)"
422,Brandenburg: Elbe-Elster-Klinikum GmbH,"Alte Prettiner Str. 1, 4916 Herzberg (Elster)",Brandenburg: Elbe-Elster-Klinikum GmbH Alte Prettiner Str. 1 4916 Herzberg (Elster),,BB,Verfügbar,Verfügbar,Verfügbar,20.03.2013 09:26,"(51.6852938, 13.2085563)"
423,Berufsgenossenschaftliches Univ.-Klinikum Bergmannsheil Bochum,"Bürkle-de-la-Camp-Platz 1, 44789 Bochum",Berufsgenossenschaftliches Univ.-Klinikum Bergmannsheil Bochum Klinik und Poliklinik für Chirurgie Bürkle-de-la-Camp-Platz 1 44789 Bochum,Chirurgische Intensivstation Website,NRW,Verfügbar,Verfügbar,Verfügbar,21.03.2020 08:49,"(51.4682836, 7.2111972582935016)"
424,Helios Klinikum Pforzheim,"Kanzlerstraße 2-6, 75175 Pforzheim",Helios Klinikum Pforzheim Klinik für Intensiv- und Notfallmedizin Kanzlerstraße 2-6 75175 Pforzheim,ITS Website,BW,Verfügbar,Verfügbar,Verfügbar,21.03.2020 15:22,"(48.889588700000004, 8.71350312119377)"
425,Universitätsklinikum des Saarlandes,"Kirrberger Strasse 100, 66421 Homburg",Universitätsklinikum des Saarlandes Klinik für Innere Medizin V – Pneumologie/ Allergologie / Intensivmedizin Kirrberger Strasse 100 66421 Homburg,M5-ICU,SL,Verfügbar,Verfügbar,Verfügbar,17.03.2020 12:07,"(49.306219049999996, 7.346492461817151)"
426,Universitätsklinikum Essen,"Hufelandstr. 55, 45122 Essen",Universitätsklinikum Essen Klinik für Anästhesiologie und Intensivmedizin Hufelandstr. 55 45122 Essen,,NRW,Verfügbar,Verfügbar,Verfügbar,18.03.2020 10:44,"(51.43510405, 6.988777089842989)"
427,Universitätsklinikum Knappschaftskrankenhaus Bochum,"In der Schornau 23-25, 44892 Bochum","Universitätsklinikum Knappschaftskrankenhaus Bochum Klinik für Anästhesiologie, Intensivmedizin und Schmerztherapie In der Schornau 23-25 44892 Bochum","Interdisziplinäre, operative Intensivstation Website",NRW,Verfügbar,Verfügbar,Verfügbar,19.03.2020 14:10,"(51.4640424, 7.327198735155829)"
428,Universitätsklinikum Ulm,"Albert-Einstein-Allee 23, 89081 Ulm",Universitätsklinikum Ulm Klinik für Anästhesiologie Albert-Einstein-Allee 23 89081 Ulm,F1,BW,Begrenzt,Verfügbar,Verfügbar,18.03.2020 12:56,"(48.42274755, 9.951083794597015)"
429,Universitätsklinikum Regensburg,"Franz-Josef-Strauss Allee 11, 93053 Regensburg",Universitätsklinikum Regensburg Franz-Josef-Strauss Allee 11 93053 Regensburg,gesamtes Klinikum Website,BY,Verfügbar,Verfügbar,Verfügbar,20.03.2020 20:26,"(48.987895699999996, 12.08712598842719)"
430,Universitätsmedizin Mannheim,"Theodor Kutzer Ufer 1-3, 68167 Mannheim","Universitätsmedizin Mannheim I. Medizinische Klinik, Klinik für Anästhesiologie und op. Intensivmedizin, ARDS/ECMO-Zentrum Theodor Kutzer Ufer 1-3 68167 Mannheim",Gesamtkoordination Website,BW,Begrenzt,Begrenzt,Verfügbar,21.03.2020 11:40,"(49.49235245, 8.486740097937231)"
431,imland Klinik Rendsburg,"Lilienstr. 20, 24768 Rendsburg",imland Klinik Rendsburg Klinik für Intensivmedizin Lilienstr. 20 24768 Rendsburg,Website,SH,Verfügbar,Verfügbar,Verfügbar,20.03.2020 19:07,"(54.297626550000004, 9.657939485996028)"
432,Universitätsmedizin Mainz,"Langenbeckstraße 1, 55131 Mainz",Universitätsmedizin Mainz Klinik für Anästhesiologie Langenbeckstraße 1 55131 Mainz,Anästhesiologische Intensivstation,RP,Verfügbar,Verfügbar,Verfügbar,20.03.2013 09:26,"(49.9931008, 8.256559667536536)"
433,Helios Universitätsklinikum Wuppertal,"Heusnerstr. 40, 42283 Wuppertal",Helios Universitätsklinikum Wuppertal Klinik für Intensivmedizin Heusnerstr. 40 42283 Wuppertal,Operative und konservative Intensiv Website,NRW,Verfügbar,Verfügbar,Verfügbar,21.03.2020 12:52,"(51.275261900000004, 7.173912999528719)"
434,Thoraxklinik des Universitätsklinikums Heidelberg,"Röntgenstr. 1, 69126 Heidelberg",Thoraxklinik des Universitätsklinikums Heidelberg Anästhesiologie & Intensivmedizin Röntgenstr. 1 69126 Heidelberg,Intensivstation 1 Website,BW,Verfügbar,Verfügbar,Verfügbar,21.03.2020 16:32,"(49.37814685, 8.69022643972093)"
435,Universitätsklinikum Leipzig,"Liebigstr. 20, 4103 Leipzig","Universitätsklinikum Leipzig Anästhesie, Innere, Neurologie, Pädiatrie Liebigstr. 20 4103 Leipzig",Gesamtes Klinikum Website,SN,Verfügbar,Verfügbar,Verfügbar,19.03.2020 15:00,"(51.3307838, 12.3857823)"
436,ARDS und ECLS/ECMO-Zentrum Klinikum Kassel,"Mönchebergstr. 38-41, 34125 Kassel","ARDS und ECLS/ECMO-Zentrum Klinikum Kassel Klinik für Anästhesiologie, Intensivmedizin, Notfallmedizin und Schmerztherapie Mönchebergstr. 38-41 34125 Kassel",ECMO-Zentrum (C73) Website,HE,Verfügbar,Verfügbar,Verfügbar,21.03.2020 09:10,"(51.3253414, 9.5090876)"
437,Klinikum Herford,"Schwarzenmoorstr. 70, 32049 Herford",Klinikum Herford Universitätsklinik für Anästhesiologie und Operative Intensivmedizin der Ruhr-Universität Bochum Schwarzenmoorstr. 70 32049 Herford,Intensivstation 1 Website,NRW,Verfügbar,Verfügbar,Verfügbar,21.03.2020 08:06,"(52.1264272, 8.7008852)"
438,Asklepios Klinikum Hamburg-Harburg,"Eißendorfer Pferdeweg 52, 21075 Hamburg","Asklepios Klinikum Hamburg-Harburg Klinik für Atemwegs-, Lungen- und Thoraxmedizin Eißendorfer Pferdeweg 52 21075 Hamburg",Intensivstation 91 Website,HH,Verfügbar,Verfügbar,Verfügbar,21.03.2020 15:33,"(53.461046, 9.9501627)"
439,Universitätsklinikum Schleswig-Holstein,"Ratzeburger Allee 160, 23538 Lübeck",Universitätsklinikum Schleswig-Holstein Klinik für Anästhesiologie und Intensivmedizin Ratzeburger Allee 160 23538 Lübeck,Sektion Interdisziplinäre operative Intensivmedizin Website,SH,Verfügbar,Verfügbar,Verfügbar,16.03.2020 12:36,"(53.8577513, 10.6934715)"
440,Klinikum Bremen Mitte,"St. Jürgenstr. 1, 28177 Bremen",Klinikum Bremen Mitte Klinik für Intensivmedizin und Notfallmedizin St. Jürgenstr. 1 28177 Bremen,,HB,Ausgelastet,Verfügbar,Begrenzt,20.03.2020 07:53,"(None, None)"
441,Barmherzige Brüder München,"Romanstraße 93, 80639 München",Barmherzige Brüder München Klinik für Anästhesiologie und Intensivmedizin Romanstraße 93 80639 München,Website,BY,Verfügbar,Verfügbar,Verfügbar,21.03.2020 13:45,"(48.156166150000004, 11.50967792337661)"
442,Klinikum Emden interdisziplinäre Intensivmedizin,"Bolardusstr. 20, 26721 Emden",Klinikum Emden interdisziplinäre Intensivmedizin Anästhesiologie und Intensivmedizin Bolardusstr. 20 26721 Emden,Interdisziplinäre intensivmedizin Website,NI,Verfügbar,Verfügbar,Verfügbar,21.03.2020 11:02,"(53.3755539, 7.213214335692278)"
443,Universitätsklinikum Würzburg,"Oberdürrbacherstr. 6, 97080 Würzburg",Universitätsklinikum Würzburg Anästhesiologie/ Medizinische Klinik I+II/ Chirurgie I Oberdürrbacherstr. 6 97080 Würzburg,COVID-ICU Stationen Website,BY,Verfügbar,Verfügbar,Verfügbar,21.03.2020 15:16,"(49.8061934, 9.9580134)"
444,Medizinische Hochschule Hannover,"Carl-Neuberg-Strasse 1, 30625 Hannover",Medizinische Hochschule Hannover Pneumologie Carl-Neuberg-Strasse 1 30625 Hannover,,NI,Verfügbar,Verfügbar,Verfügbar,20.03.2013 09:26,"(52.38359095, 9.804349751361295)"
445,Uniklinik Düsseldorf,"Moorenstr. 5, 40225 Düsseldorf",Uniklinik Düsseldorf Moorenstr. 5 40225 Düsseldorf,Intensivstation,NRW,Verfügbar,Verfügbar,Verfügbar,20.03.2013 09:26,"(51.19596785, 6.789820794823264)"
446,RKH Klinikum Ludwigsburg,"Posilipostraße 4, 71640 Ludwigsburg","RKH Klinikum Ludwigsburg Klinik für Anästhesiologie, Intensivmedizin, Notfallmedizin und Schmerztherapie (AINS) Posilipostraße 4 71640 Ludwigsburg",3A Website,BW,Verfügbar,Verfügbar,Verfügbar,20.03.2020 09:43,"(48.8985598, 9.2035282)"
447,Klinikverbund Allgäu - Klinik Immenstadt,"Im Stillen 2, 87509 Immenstadt/Allgäu",Klinikverbund Allgäu - Klinik Immenstadt Klinik für Anästhesie/Intensivmedizin und Klinik für Pneumologie/Beatmungsmedizin Im Stillen 2 87509 Immenstadt/Allgäu,Intensivstation Website,BY,Verfügbar,Verfügbar,Verfügbar,20.03.2020 11:23,"(47.56187595, 10.227257862153543)"
448,Augusta-Kliniken Bochum-Mitte,"Bergstr. 26, 44791 Bochum","Augusta-Kliniken Bochum-Mitte Klinik für Anästhesiologie, Intensivmedizin, Notfallmedizin und Schmerztherapie (AINS) Bergstr. 26 44791 Bochum",I-12 Website,NRW,Verfügbar,Verfügbar,Verfügbar,21.03.2020 10:26,"(51.4851249, 7.2237957575005725)"
449,"ARDS und ECMO Zentrum Köln-Merheim, Kliniken der Stadt Köln,","Ostmerheimerstr. 200, 51109 Köln","ARDS und ECMO Zentrum Köln-Merheim, Kliniken der Stadt Köln, Pneumologie, Intensiv- und Beatmungstherapie Ostmerheimerstr. 200 51109 Köln",,NRW,Verfügbar,Verfügbar,Verfügbar,18.03.2020 21:44,"(50.93901665, 7.052298823330993)"
450,Klinikum Frankfurt Höchst,"Gotenstr. 6, 65929 Frankfurt/Main",Klinikum Frankfurt Höchst Internistische Intensivtherapie Gotenstr. 6 65929 Frankfurt/Main,Website,HE,Verfügbar,Verfügbar,Verfügbar,21.03.2020 12:25,"(None, None)"
451,Universität München Campus Großhadern,"Marchioninistr. 15, 81377 München",Universität München Campus Großhadern Klinik für Anaesthesiologie Marchioninistr. 15 81377 München,Website,BY,Verfügbar,Verfügbar,Verfügbar,21.03.2020 09:29,"(48.11070565, 11.469362223087817)"
452,Marienhospital Osnabrück,"Bischofsstrasse 1, 49074 Osnabrück","Marienhospital Osnabrück Klinik für Anästhesiologie und operative Intensivmedizin, Schmerztherapie und Rettungsmedizin Bischofsstrasse 1 49074 Osnabrück",Website,NI,Verfügbar,Verfügbar,Verfügbar,21.03.2020 15:21,"(52.2702702, 8.053828527458592)"
453,Universitätsmedizin Rostock,"Schillingallee 35, 18057 Rostock",Universitätsmedizin Rostock Klinik und Poliklinik für Anaesthesiologie und Intensivtherapie Schillingallee 35 18057 Rostock,PIT 1+2 Website,MV,Verfügbar,Verfügbar,Verfügbar,20.03.2020 13:32,"(54.0846024, 12.101334140812654)"
454,Klinikum Dortmund,"Beurhausstr. 40, 44137 Dortmund",Klinikum Dortmund Klinik für allgemeine und endoskopische Herzchirurgie Beurhausstr. 40 44137 Dortmund,C12 Website,NRW,Ausgelastet,Begrenzt,Begrenzt,18.03.2020 06:07,"(51.5079809, 7.4569014)"
455,Universitätsmedizin Göttingen,"Robert-Koch-Str. 40, 37075 Göttingen",Universitätsmedizin Göttingen Klinik für Anästhesiologie Robert-Koch-Str. 40 37075 Göttingen,Website,NI,Verfügbar,Verfügbar,Verfügbar,20.03.2020 22:49,"(51.5499344, 9.9450538)"
456,Universitätsklinikum Münster,"Albert-Schweitzer-Campus 1, 48149 Münster",Universitätsklinikum Münster Intensivmedizin Albert-Schweitzer-Campus 1 48149 Münster,Website,NRW,Verfügbar,Verfügbar,Verfügbar,19.03.2020 15:47,"(51.9607498, 7.5987979)"
457,Universitätsklinikum Tübingen,"Hoppe-Seyler-Str. 3, 72076 Tübingen",Universitätsklinikum Tübingen Klinik für Anästhesiologie und Intensivmedizin Hoppe-Seyler-Str. 3 72076 Tübingen,Website,BW,Verfügbar,Verfügbar,Verfügbar,20.03.2013 09:26,"(48.5301618, 9.0378998)"
458,Universitätsklinik RWTH Aachen,"Paulwelsstraße 30, 52074 Aachen",Universitätsklinik RWTH Aachen Klinik für Operative Intensivmedizin und Intermediate Care Paulwelsstraße 30 52074 Aachen,OIM Website,NRW,Begrenzt,Begrenzt,Begrenzt,19.03.2020 12:27,"(None, None)"
459,HELIOS Klinikum Erfurt,"Nordhäuserstrasse 74, 99089 Erfurt",HELIOS Klinikum Erfurt Klinik für Interdisziplinäre Intensivmedizin und Intermediate Care Nordhäuserstrasse 74 99089 Erfurt,Website,TH,Verfügbar,Verfügbar,Verfügbar,20.03.2020 21:04,"(50.99268485, 11.01344586977623)"
460,Brüderkrankenhaus Trier,"Nordalle 1, 54292 Trier",Brüderkrankenhaus Trier 3. medizinische Klinik Kardiologie/Herzzentrum Nordalle 1 54292 Trier,Intensivstation 1E2 Website,RP,Verfügbar,Begrenzt,Verfügbar,21.03.2020 10:49,"(None, None)"
461,Universitätsklinikum Gießen / Marburg,"Rudolf-Buchheim-Straße 7, 35392 Gießen",Universitätsklinikum Gießen / Marburg Rudolf-Buchheim-Straße 7 35392 Gießen,Website,HE,Verfügbar,Verfügbar,Verfügbar,18.03.2020 14:01,"(50.5765973, 8.6652101)"
462,Universitätsklinikum Hamburg-Eppendorf,"Martinistraße 52, 20251 Hamburg",Universitätsklinikum Hamburg-Eppendorf Klinik für Intensivmedizin Martinistraße 52 20251 Hamburg,Website,HH,Verfügbar,Verfügbar,Verfügbar,21.03.2020 11:03,"(53.5915188, 9.9725421)"
463,Universitätsklinikum Dresden,"Fetscherstraße 74, 1307 Dresden",Universitätsklinikum Dresden Klinik für Anästhesiologie und Intensivtherapie Fetscherstraße 74 1307 Dresden,ARDS/ECMO Zentrum Dresden (ANE-ITS) Website,SN,Verfügbar,Verfügbar,Verfügbar,21.03.2020 18:56,"(51.055559200000005, 13.77887298896639)"
464,Universitätsklinikum Erlangen,"Krankenhausstr. 12, 91054 Erlangen",Universitätsklinikum Erlangen Intensivmedizin Krankenhausstr. 12 91054 Erlangen,Koordination Website,BY,Verfügbar,Verfügbar,Verfügbar,21.03.2020 18:03,"(49.5983253, 11.0117263)"
465,Universitätsklinikum Bonn,"Campus Venusberg 1, 53127 Bonn",Universitätsklinikum Bonn Klinik und Poliklinik für Anästhesiologie und operative Intensivmedizin Campus Venusberg 1 53127 Bonn,Operative Intensivmedizin Website,NRW,Verfügbar,Verfügbar,Verfügbar,18.03.2020 12:07,"(50.7005537, 7.1033862)"
466,Klinikum Nürnberg,"Prof.-Ernst-Nathan-Str. 1, 90419 Nürnberg","Klinikum Nürnberg Klinik für Innere Medizin 3, Schwerpunkt Pneumologie Prof.-Ernst-Nathan-Str. 1 90419 Nürnberg",Website,BY,Verfügbar,Verfügbar,Verfügbar,20.03.2013 09:26,"(49.4639278, 11.0577762)"
467,Helios Klinikum Bad Saarow,"Pieskower Straße 33, 15526 Bad Saarow","Helios Klinikum Bad Saarow Klinik für Anästhesiologie, Intensivmedizin und Schmerztherapie/ECMO-Zentrum Ost-Brandenburg Pieskower Straße 33 15526 Bad Saarow","ITS 1, ITS 2, ITS 3 Website",BB,Verfügbar,Verfügbar,Verfügbar,21.03.2020 13:25,"(52.2837363, 14.06262577666828)"
468,Elisabeth-Krankenhaus Essen,"Klara-Kopp-Weg 1, 45138 Essen",Elisabeth-Krankenhaus Essen Klinik für Akut und Notfallmedizin/Cardiac Arrest Center Esssen Klara-Kopp-Weg 1 45138 Essen,kardiologisch- internistische Intensivstation Website,NRW,Verfügbar,Verfügbar,Verfügbar,21.03.2020 09:53,"(51.4455746, 7.033048)"
469,Charité - Universitätsmedizin Berlin,"Augustenburger Platz 1, 15535 Berlin",Charité - Universitätsmedizin Berlin ARDS/ECMO Zentrum Augustenburger Platz 1 15535 Berlin,8i/144i/43i Website,BE,Verfügbar,Verfügbar,Verfügbar,20.03.2020 15:22,"(52.5422772, 13.3473804)"
